QuestionText,Category,Answer
"['عم', 'تعتمد']",الاقتصاد والعمل,"['أعتمد', 'عملي', 'التخطيط', 'وإدارة', 'والتعاون', 'واستخدام', 'التكنولوجيا', 'الحديثة']"
"['عم', 'تتحدث']",الاقتصاد والعمل,"['أتحدث', 'الاجتماعات', 'المشروعات', 'والأهداف', 'والتحديات', 'والفرص', 'المتاحة']"
"['عم', 'تقرأ']",الثقافة,"['أقرأ', 'الصحف', 'الأخبار', 'المحلية', 'والمقالات', 'والتحليلات', 'الاقتصادية']"
"['عم', 'تدور']",الثقافة,"['تدور', 'أفكاري', 'حول', 'التخطيط', 'وتطوير', 'وتحقيق', 'الأهداف', 'الشخصية', 'والمهنية']"
"['عم', 'تعتمد']",التعليم,"['أعتمد', 'دراستي', 'الكتب', 'والمراجع', 'والبحث', 'عبر', 'الإنترنت']"
"['عم', 'تهتم', 'أوقات']",الثقافة,"['أهتم', 'أوقات', 'الفراغ', 'بممارسة', 'والتفاعل', 'الأصدقاء', 'والعائلة']"
"['عم', 'تقرأ']",الثقافة,"['أقرأ', 'المجلات', 'والموضوعات', 'الثقافية', 'والفنية']"
"['عم', 'تتحدث']",الثقافة,"['أتحدث', 'جيراني', 'الأحداث', 'والموضوعات', 'والأخبار', 'والتجارب', 'الشخصية']"
"['عم', 'تفكر']",التعليم,"['أفكر', 'القراءة', 'فهم', 'النصوص', 'واستخلاص', 'الأفكار', 'وربط', 'المعلومات', 'بالمفاهيم', 'الأخرى']"
"['عم', 'تعتمد', 'تحسين']",التعليم,"['أعتمد', 'تحسين', 'نفسي', 'التعلم', 'وقراءة', 'وتلقي', 'الملاحظات', 'البناءة']"
"['عم', 'تدور']",الثقافة,"['تدور', 'أحاديثي', 'حول', 'الأحداث', 'والاهتمامات', 'والموضوعات', 'الثقافية', 'والعلمية']"
"['عم', 'تقرأ', 'أوقات']",الثقافة,"['أقرأ', 'أوقات', 'الفراغ', 'المواضيع', 'والمقالات', 'والكتب', 'التعليمية']"
"['عم', 'تتحدث', 'زملاء']",الاقتصاد والعمل,"['أتحدث', 'زملاء', 'العمل', 'المشروعات', 'والتحديات', 'والأفكار', 'والتعاون', 'لتحقيق', 'الأهداف', 'المشتركة']"
"['عم', 'تفكر']",التعليم,"['أفكر', 'الدراسة', 'فهم', 'الموضوعات', 'وتحليل', 'وتطبيق', 'المعرفة', 'الحياة', 'العملية']"
"['عم', 'تعتمد', 'تطوير']",التعليم,"['أعتمد', 'تطوير', 'نفسي', 'التعلم', 'وقراءة', 'وتلقي', 'الملاحظات', 'البناءة']"
"['عم', 'تدور']",الثقافة,"['تدور', 'اهتماماتي', 'حول', 'وممارسة', 'والتكنولوجيا']"
"['عم', 'تقرأ', 'الكتب']",التعليم,"['أقرأ', 'الكتب', 'العلمية', 'النظريات', 'والاكتشافات', 'والتطبيقات', 'العملية', 'مجالات', 'العلوم', 'المختلفة']"
"['عم', 'تتحدث']",الثقافة,"['أتحدث', 'المناسبات', 'الموضوعات', 'والتجارب', 'وأهمية', 'التفاعل', 'الإيجابي']"
"['عم', 'تفكر']",الثقافة,"['أفكر', 'الكتابة', 'توضيح', 'وتنسيق', 'والتأكد', 'الدقة', 'اللغوية', 'والإملائية']"
"['عم', 'تعتمد', 'حفظ']",التعليم,"['أعتمد', 'حفظ', 'المعلومات', 'تقنيات', 'التكرار', 'والملاحظات', 'والمراجعة', 'المستمرة']"
"['عم', 'تدور']",الثقافة,"['تدور', 'أفكاري', 'حول', 'التخطيط', 'وتطوير', 'وتحقيق', 'الأهداف', 'الشخصية', 'والمهنية']"
"['عم', 'تقرأ', 'الأدب']",الثقافة,"['أقرأ', 'الأدب', 'العربي', 'والروايات', 'والنقد', 'والتجارب', 'الأدبية', 'المختلفة']"
"['عم', 'تتحدث']",الثقافة,"['أتحدث', 'والدي', 'الأحداث', 'والنصائح', 'والتجارب', 'والخطط', 'المستقبلية']"
"['عم', 'تفكر']",الثقافة,"['أفكر', 'الرسم', 'ترجمة', 'الأفكار', 'والمشاعر', 'واختيار', 'الألوان', 'وإبداع', 'تصاميم', 'فنية']"
"['عم', 'تعتمد', 'تحسين']",الثقافة,"['أعتمد', 'تحسين', 'علاقاتي', 'التواصل', 'والاحترام', 'وتقديم', 'الدعم', 'والتفاهم']"
"['عم', 'تدور', 'أحاديثك']",الاقتصاد والعمل,"['تدور', 'أحاديثي', 'الاجتماعات', 'حول', 'المشروعات', 'والأهداف', 'والتحديات', 'والفرص', 'المتاحة']"
"['عم', 'تقرأ', 'العلوم']",التعليم,"['أقرأ', 'العلوم', 'الطبيعية', 'الظواهر', 'والنظريات', 'والتطبيقات', 'العملية', 'الحياة', 'اليومية']"
"['عم', 'يتحدث', 'كتاب', 'الأمير']",الثقافة,"['يتحدث', 'كتاب', 'الأمير', 'لميكافيلي', 'الفلسفة', 'كيفية', 'اكتساب', 'السلطة', 'والحفاظ', 'واستخدام', 'القوة', 'والحيلة', 'الحكم']"
"['عم', 'تعقد', 'المؤتمرات', 'العلمية']",التعليم,"['تعقد', 'المؤتمرات', 'العلمية', 'السنوية', 'لمشاركة', 'الأبحاث', 'تبادل', 'والتواصل', 'العلماء', 'والمختصين', 'المجالات', 'المختلفة']"
"['عم', 'تتحدث', 'الأساطير']",الثقافة,"['تتحدث', 'الأساطير', 'الإغريقية', 'الآلهة', 'الأحداث', 'الخارقة', 'والتفسيرات', 'القديمة', 'للظواهر', 'الطبيعية', 'والثقافية']"
"['عم', 'يدور', 'الفيلم', 'الوثائقي', 'الأرض']",العلوم,"['يدور', 'الفيلم', 'الوثائقي', 'الأرض', 'حول', 'الحياة', 'التنوع', 'والتحديات', 'البيئية', 'تواجه', 'الكوكب']"
"['عم', 'يتناول', 'بحثك']",التعليم,"['يتناول', 'بحثي', 'الأكاديمي', 'دراسة', 'تأثير', 'التكنولوجيا', 'الحديثة', 'التعليم', 'والتعلم', 'المدارس']"
"['عم', 'يتحدث', 'الكتاب']",الدين,"['يتحدث', 'الكتاب', 'المقدس', 'تعاليم', 'قصص', 'والأخلاق', 'والمبادئ', 'الروحية']"
"['عم', 'تتناول', 'قصة', 'الأمير', 'الصغير']",الثقافة,"['تتناول', 'قصة', 'الأمير', 'الصغير', 'مغامرات', 'طفل', 'صغير', 'يسافر', 'الكواكب', 'ويتعلم', 'دروسا', 'الحب', 'والصداقة', 'والحياة']"
"['عم', 'يدور', 'النقاش']",السياسة والقانون,"['يدور', 'النقاش', 'الاجتماع', 'حول', 'القضايا', 'والاستراتيجيات', 'المستقبلية']"
"['عم', 'يتحدث', 'الفيلم']",الثقافة,"['يتحدث', 'الفيلم', 'الوثائقي', 'موضوع', 'معين', 'بشكل', 'مدعوم', 'بالحقائق', 'والمقابلات', 'والشهادات']"
"['عم', 'تعقد', 'الندوة']",التعليم,"['تعقد', 'الندوة', 'العلمية', 'لمناقشة', 'الأبحاث', 'والدراسات', 'تبادل', 'وتعزيز', 'المعرفة', 'العلمية']"
"['عم', 'يدور', 'البحث']",التعليم,"['يدور', 'البحث', 'الأكاديمي', 'حول', 'دراسة', 'موضوع', 'محدد', 'باستخدام', 'المنهجيات', 'العلمية', 'لجمع', 'وتحليل', 'البيانات', 'وتقديم', 'النتائج']"
"['عم', 'يتناول', 'المقال']",الثقافة,"['يتناول', 'المقال', 'الصحفي', 'موضوعا', 'محددا', 'يقدم', 'الكاتب', 'معلومات', 'وتحليلات', 'حول', 'الأحداث', 'القضايا', 'الراهنة']"
"['عم', 'يتحدث']",السياسة والقانون,"['يتحدث', 'المؤتمر', 'مجموعة', 'المواضيع', 'المتعلقة', 'بمجال', 'يقدم', 'المتحدثون', 'أبحاثهم', 'وأفكارهم', 'للنقاش']"
"['عم', 'يدور', 'الحوار']",الثقافة,"['يدور', 'الحوار', 'الرواية', 'حول', 'الشخصيات', 'ويساهم', 'تطوير', 'القصة', 'وإبراز', 'المشاعر', 'والأفكار']"
"['عم', 'يتحدث', 'البرنامج']",الثقافة,"['يتحدث', 'البرنامج', 'التلفزيوني', 'موضوعات', 'مختلفة', 'تتراوح', 'والثقافة']"
"['عم', 'تتناول', 'الدراسة']",علم الاجتماع,"['تتناول', 'الدراسة', 'الاجتماعية', 'تحليل', 'الظواهر', 'السلوك', 'والعلاقات', 'الأفراد', 'والمجتمعات']"
"['عم', 'يدور', 'النقاش']",السياسة والقانون,"['يدور', 'النقاش', 'البرلمان', 'حول', 'القوانين', 'والسياسات', 'والتشريعات', 'والقضايا', 'الاجتماعية', 'والاقتصادية']"
"['عم', 'يتحدث', 'الكتاب']",التعليم,"['يتحدث', 'الكتاب', 'المدرسي', 'المواضيع', 'المقررة', 'المنهج', 'ويقدم', 'المعلومات', 'بطريقة', 'تعليمية', 'منظمة']"
"['عم', 'يتناول', 'التحقيق']",الثقافة,"['يتناول', 'التحقيق', 'الصحفي', 'الكشف', 'الحقائق', 'المتعلقة', 'بقضية', 'معينة', 'خلال', 'البحث', 'المكثف', 'وجمع', 'الشهادات', 'والأدلة']"
"['عم', 'يدور', 'البحث']",التعليم,"['يدور', 'البحث', 'العلمي', 'حول', 'دراسة', 'موضوع', 'محدد', 'باستخدام', 'المنهجيات', 'العلمية', 'لجمع', 'وتحليل', 'البيانات', 'وتقديم', 'النتائج']"
"['عم', 'يتحدث', 'الفيلم']",الثقافة,"['يتحدث', 'الفيلم', 'السينمائي', 'قصة', 'يتم', 'سردها', 'خلال', 'الأداء', 'والإخراج', 'الفني']"
"['عم', 'تتناول', 'المحاضرة']",التعليم,"['تتناول', 'المحاضرة', 'الجامعية', 'موضوعا', 'أكاديميا', 'يقدم', 'المحاضر', 'معلومات', 'وتحليلات', 'للطلاب']"
"['عم', 'يدور', 'النقاش', 'القاعة']",التعليم,"['يدور', 'النقاش', 'القاعة', 'الدراسية', 'حول', 'المواضيع', 'يتبادل', 'الطلاب', 'والمدرسون', 'الأفكار', 'والأسئلة']"
"['عم', 'يتحدث', 'الكتاب']",الثقافة,"['يتحدث', 'الكتاب', 'الأدبي', 'مواضيع', 'تتعلق', 'النقد', 'تاريخ', 'وتحليل', 'النصوص', 'الأدبية']"
"['عم', 'يتناول', 'المقال']",التعليم,"['يتناول', 'المقال', 'الأكاديمي', 'دراسة', 'موضوع', 'يعرض', 'الكاتب', 'بحثه', 'وتحليلاته', 'واستنتاجاته']"
"['عم', 'يدور', 'الحوار']",الثقافة,"['يدور', 'الحوار', 'المسرحية', 'حول', 'الشخصيات', 'ويساهم', 'تطوير', 'القصة', 'وإبراز', 'المشاعر', 'والأفكار']"
"['عم', 'يتحدث', 'الكتاب']",التاريخ,"['يتحدث', 'الكتاب', 'التاريخي', 'الأحداث', 'والشخصيات', 'ويقدم', 'تحليلات', 'وتفسيرات', 'لتلك', 'الأحداث']"
"['عم', 'يتناول', 'التقرير']",الثقافة,"['يتناول', 'التقرير', 'الإخباري', 'الأحداث', 'ويقدم', 'معلومات', 'وتحليلات', 'حول', 'القضايا', 'الراهنة']"
"['عم', 'يدور', 'النقاش']",التعليم,"['يدور', 'النقاش', 'الندوة', 'حول', 'موضوع', 'يتبادل', 'المشاركون', 'الأفكار', 'والمعرفة', 'خلال', 'العروض', 'والمناقشات']"
"['عم', 'يتحدث', 'الفيلم']",الثقافة,"['يتحدث', 'الفيلم', 'الوثائقي', 'موضوع', 'معين', 'بشكل', 'مدعوم', 'بالحقائق', 'والمقابلات', 'والشهادات']"
"['عم', 'تتناول', 'الرسالة']",التعليم,"['تتناول', 'الرسالة', 'الجامعية', 'بحثا', 'أكاديميا', 'معمقا', 'حول', 'موضوع', 'يعرض', 'الطالب', 'نتائج', 'بحثه', 'وتحليلاته']"
"['عم', 'يدور', 'النقاش']",السياسة والقانون,"['يدور', 'النقاش', 'المجلس', 'حول', 'السياسات', 'والتشريعات', 'والقضايا', 'الاجتماعية', 'والاقتصادية']"
"['عم', 'يتحدث', 'الكتاب']",العلوم,"['يتحدث', 'الكتاب', 'العلمي', 'موضوعات', 'علمية', 'ويقدم', 'الأبحاث', 'والدراسات', 'العلمية', 'بطريقة', 'منظمة']"
"['عم', 'يتناول', 'المقال']",الثقافة,"['يتناول', 'المقال', 'النقدي', 'تحليل', 'وتقييم', 'الأعمال', 'الأدبية', 'ويقدم', 'آراء', 'الكاتب', 'حول', 'جودة', 'العمل', 'وأهميته']"
"['عم', 'يدور', 'البحث']",التعليم,"['يدور', 'البحث', 'الميداني', 'حول', 'جمع', 'البيانات', 'والمعلومات', 'الميدان', 'البيئة', 'الحقيقية', 'لدراسة', 'موضوع', 'معين']"
"['عم', 'يتحدث', 'الفيلم']",التعليم,"['يتحدث', 'الفيلم', 'التعليمي', 'موضوع', 'تعليمي', 'تدريبي', 'ويهدف', 'تقديم', 'المعلومات', 'والمهارات', 'بطريقة', 'بصرية']"
"['عم', 'تتناول', 'الورقة']",التعليم,"['تتناول', 'الورقة', 'البحثية', 'دراسة', 'علمية', 'معمقة', 'حول', 'موضوع', 'يتم', 'عرض', 'نتائج', 'البحث', 'والتحليلات']"
"['عم', 'يدور', 'النقاش', 'الفصل']",التعليم,"['يدور', 'النقاش', 'الفصل', 'الدراسي', 'حول', 'المواضيع', 'يتبادل', 'الطلاب', 'والمدرسون', 'الأفكار', 'والأسئلة']"
"['عم', 'يتحدث', 'الكتاب']",الثقافة,"['يتحدث', 'الكتاب', 'الفلسفي', 'المفاهيم', 'والأفكار', 'ويقدم', 'تحليلات', 'وتفسيرات', 'للمسائل', 'الوجودية', 'والأخلاقية']"
"['عم', 'يتناول', 'التحقيق']",العلوم,"['يتناول', 'التحقيق', 'العلمي', 'دراسة', 'ظاهرة', 'معينة', 'باستخدام', 'المنهجيات', 'وجمع', 'البيانات', 'وتحليلها', 'للوصول', 'نتائج', 'محددة']"
"['عم', 'يدور', 'البحث']",التعليم,"['يدور', 'البحث', 'الأكاديمي', 'حول', 'دراسة', 'موضوع', 'محدد', 'باستخدام', 'المنهجيات', 'العلمية', 'لجمع', 'وتحليل', 'البيانات', 'وتقديم', 'النتائج']"
